2.1537,1.2817,1.773,0.0
2.153,1.2811,1.7727,0.0
2.153,1.2811,1.7727,0.0
2.1514,1.2797,1.7718,0.0
2.1453,1.2744,1.7686,0.0
2.1453,1.2744,1.7686,0.0
2.136,1.2662,1.7637,0.0
2.136,1.2662,1.7637,0.0
2.1299,1.2609,1.7605,0.0
2.1156,1.2485,1.7532,0.0
2.1156,1.2485,1.7532,0.0
2.1069,1.2409,1.7487,0.0
2.0852,1.2222,1.7378,0.0
2.0852,1.2222,1.7378,0.0
2.0619,1.2021,1.7263,0.0
2.0619,1.2021,1.7263,0.0
2.0485,1.1907,1.7198,0.0
2.0174,1.1643,1.705,0.0
2.0174,1.1643,1.705,0.0
1.9851,1.137,1.6901,0.0
1.9851,1.137,1.6901,0.0
1.9851,1.137,1.6901,0.0
1.9303,1.0916,1.666,0.0
1.9303,1.0916,1.666,0.0
1.8895,1.0583,1.6489,0.0
1.8895,1.0583,1.6489,0.0
1.8895,1.0583,1.6489,0.0
1.822,1.0045,1.6227,0.0
1.822,1.0045,1.6227,0.0
1.7726,0.9662,1.605,0.0
1.7726,0.9662,1.605,0.0
1.7459,0.946,1.5961,0.0
1.6926,0.9066,1.5793,0.0
1.6926,0.9066,1.5793,0.0
1.6348,0.8656,1.5631,0.0
1.6348,0.8656,1.5631,0.0
1.6039,0.8445,1.5552,0.0
1.6039,0.8445,1.5552,0.0
1.5367,0.8009,1.5402,-22.5
1.5048,0.7814,1.534,-22.5
1.4761,0.7697,1.5221,-22.5
1.4761,0.7697,1.5221,-22.5
1.4465,0.7592,1.5096,-22.5
1.3849,0.743,1.4832,-22.5
1.3576,0.7383,1.4716,-22.5
1.3321,0.7353,1.4608,-22.5
1.3321,0.7353,1.4608,-22.5
2.6925,1.3063,1.45,0.0
2.6419,1.2594,1.4308,0.0
2.618,1.2369,1.4245,0.0
2.5667,1.1893,1.4124,0.0
2.5667,1.1893,1.4124,0.0
2.5141,1.1409,1.402,0.0
2.5141,1.1409,1.402,0.0
2.486,1.1153,1.972,0.0
2.4235,1.0589,1.9188,0.0
2.4235,1.0589,1.9188,0.0
2.3636,1.0057,1.8683,0.0
2.3636,1.0057,1.8683,0.0
2.333,0.979,1.8428,0.0
2.2733,0.9279,1.7936,0.0
2.2733,0.9279,1.7936,0.0
2.2439,0.9031,1.7696,0.0
2.1837,0.8538,1.7211,0.0
2.1837,0.8538,1.7211,0.0
2.7695,0.8078,1.6749,0.0
2.7695,0.8078,1.6749,0.0
2.7389,0.785,1.6515,0.0
2.6806,0.7433,1.6076,0.0
2.6806,0.7433,1.6076,0.0
2.6509,0.7232,1.5857,0.0
2.5912,0.6852,1.5424,0.0
2.5912,0.6852,1.5424,0.0
2.5321,0.6515,1.501,0.0
2.5321,0.6515,1.501,0.0
2.5018,0.636,1.4803,0.0
2.4399,0.6083,1.4393,0.0
2.4399,0.6083,1.4393,0.0
2.3821,0.588,1.4025,0.0
2.3821,0.588,1.4025,0.0
3.0944,0.5801,1.3847,0.0
3.0305,1.6595,1.3482,0.0
3.0305,1.6595,1.3482,0.0
2.9714,1.6045,1.3164,0.0
2.9714,1.6045,1.3164,0.0
2.9408,1.5762,1.3009,0.0
2.8781,1.5187,1.271,0.0
2.8781,1.5187,1.271,0.0
2.8198,1.4658,1.2456,0.0
2.8198,1.4658,1.2456,0.0
2.7905,1.4394,1.2339,0.0
3.2424,1.3827,1.2107,0.0
3.2424,1.3827,1.2107,0.0
3.181,1.3316,1.1925,0.0
3.181,1.3316,1.1925,0.0
3.149,1.3055,1.1843,0.0
3.149,1.3055,1.1843,0.0
3.0821,1.2517,1.1698,0.0
3.0515,1.2275,1.8258,0.0
3.0213,1.204,1.7992,0.0
3.0213,1.204,1.7992,0.0
2.9601,1.1574,1.7454,0.0
2.9308,1.1356,1.7198,0.0
2.8993,1.1127,1.6925,0.0
2.8993,1.1127,1.6925,0.0
2.8364,1.0682,1.6385,0.0
